C_Code,SpecCode,country,Species,database,synonym,Status,Genus,Family,Order,Class,CommonName,Fresh,Brack,Saltwater
056,36,Belgium,Agonus cataphractus,fishbase,Phalangistes cataphractus,synonym,Agonus,Agonidae,Perciformes/Cottoidei,Teleostei,Hooknose,0,0,1
056,36,Belgium,Agonus cataphractus,fishbase,Ribeiroa sertorii,synonym,Agonus,Agonidae,Perciformes/Cottoidei,Teleostei,Hooknose,0,0,1
056,37,Belgium,Ammodytes marinus,fishbase,Ammodytes marinus,accepted name,Ammodytes,Ammodytidae,Perciformes/Uranoscopoidei,Teleostei,Lesser sand-eel,0,1,1
056,38,Belgium,Ammodytes tobianus,fishbase,Ammodytes lancea,synonym,Ammodytes,Ammodytidae,Perciformes/Uranoscopoidei,Teleostei,Small sandeel,0,1,1
056,38,Belgium,Ammodytes tobianus,fishbase,Ammodytes tobianus,accepted name,Ammodytes,Ammodytidae,Perciformes/Uranoscopoidei,Teleostei,Small sandeel,0,1,1
056,38,Belgium,Ammodytes tobianus,fishbase,Ammodytes tobiunus,synonym,Ammodytes,Ammodytidae,Perciformes/Uranoscopoidei,Teleostei,Small sandeel,0,1,1
056,39,Belgium,Aphia minuta,fishbase,Aphia meridionalis,synonym,Aphia,Gobiidae,Gobiiformes,Teleostei,Transparent goby,0,1,1
056,39,Belgium,Aphia minuta,fishbase,Aphia minuta,accepted name,Aphia,Gobiidae,Gobiiformes,Teleostei,Transparent goby,0,1,1
056,39,Belgium,Aphia minuta,fishbase,Aphya minuta,synonym,Aphia,Gobiidae,Gobiiformes,Teleostei,Transparent goby,0,1,1
056,39,Belgium,Aphia minuta,fishbase,Aphya pellucida,synonym,Aphia,Gobiidae,Gobiiformes,Teleostei,Transparent goby,0,1,1
056,39,Belgium,Aphia minuta,fishbase,Argentina aphia,synonym,Aphia,Gobiidae,Gobiiformes,Teleostei,Transparent goby,0,1,1
056,39,Belgium,Aphia minuta,fishbase,Atherina minuta,synonym,Aphia,Gobiidae,Gobiiformes,Teleostei,Transparent goby,0,1,1
056,39,Belgium,Aphia minuta,fishbase,Brachyochirus aphya,synonym,Aphia,Gobiidae,Gobiiformes,Teleostei,Transparent goby,0,1,1
056,39,Belgium,Aphia minuta,fishbase,Brachyochirus pellucidus,synonym,Aphia,Gobiidae,Gobiiformes,Teleostei,Transparent goby,0,1,1
056,39,Belgium,Aphia minuta,fishbase,Gobius albus,synonym,Aphia,Gobiidae,Gobiiformes,Teleostei,Transparent goby,0,1,1
056,39,Belgium,Aphia minuta,fishbase,Gobius pellucidus,synonym,Aphia,Gobiidae,Gobiiformes,Teleostei,Transparent goby,0,1,1
056,39,Belgium,Aphia minuta,fishbase,Gobius stuvitzii,synonym,Aphia,Gobiidae,Gobiiformes,Teleostei,Transparent goby,0,1,1
056,39,Belgium,Aphia minuta,fishbase,Gobius stuwitzii,synonym,Aphia,Gobiidae,Gobiiformes,Teleostei,Transparent goby,0,1,1
056,41,Belgium,Arnoglossus laterna,fishbase,Arnoglossus laterna,accepted name,Arnoglossus,Bothidae,Pleuronectiformes,Teleostei,Mediterranean scaldfish,0,0,1
056,41,Belgium,Arnoglossus laterna,fishbase,Arnoglossus laterna macrostoma,synonym,Arnoglossus,Bothidae,Pleuronectiformes,Teleostei,Mediterranean scaldfish,0,0,1
056,41,Belgium,Arnoglossus laterna,fishbase,Arnoglossus laterna microstoma,synonym,Arnoglossus,Bothidae,Pleuronectiformes,Teleostei,Mediterranean scaldfish,0,0,1
